87.027088361170,-144.795300008542,111.768215421665
88.013404596579,-141.622025478940,107.608624656654
88.752032164101,-138.518632145878,103.766603756070
89.285267186709,-135.464378983227,100.179115570811
89.644790958261,-132.443462472051,96.798675288083
89.854904368083,-129.443319904550,93.588419310760
89.934582663873,-126.453571791076,90.518992901496
89.898840724774,-123.465326773966,87.566489823485
89.759663961198,-120.470701815697,84.711041628792
89.526668024575,-117.462474320627,81.935810070345
89.207563409964,-114.433816291265,79.226256655594
88.808503922273,-111.378078884722,76.569578736742
88.334331335941,-108.288605939196,73.954278377548
87.788752388022,-105.158560665025,71.369812051296
87.174464374443,-101.980752478386,68.806291878236
86.493235719734,-98.747451726537,66.254219781096
85.745942269759,-95.450179094454,63.704240598988
84.932568789820,-92.079453659836,61.146888644309
84.052167085546,-88.624478298307,58.572314987054
83.102765288640,-85.072732219300,55.969970704953
82.081214051827,-81.409425537431,53.328215259897
80.982945536289,-77.616745618024,50.633803856028
79.801603854994,-73.672781049522,47.871180968821
78.528477309289,-69.549929327639,45.021455792643
77.151599693642,-65.212441633138,42.060845713789
75.654280864924,-60.612446487763,38.958169397132
74.012560017314,-55.683105676282,35.670549433261
72.190455001657,-50.325872725595,32.135421498231
70.130122639575,-44.384116193296,28.253997328014
67.728122364424,-37.579443439189,23.851324849058
